drug_id,drug_name,generic_names,trade_names,drug_type
PA450654,norfloxacin,Unknown,"Chibroxin, Noroxin",Drug
PA164744346,norgestimate,"Dexnorgestrel Acetime, Norgestimato [INN-Spanish], Norgestimatum [INN-Latin]","Ortho Cyclen-21, Ortho Cyclen-28, Ortho Tri-Cyclen, Ortho-Prefest",Drug
PA450656,norgestrel,Unknown,"Alesse, Alpha-Norgestrel, Component of Lo/Ovral, Component of Ovral, DL-Norgestrel, LD Norgestrel, Ld Norgestrel [French], Lo/Ovral, Logynon, Methylnorethindrone, Microgynon, Microlut, Monovar, NOG, Neogest, Norgeston, Norgestrel [Progestins], Norgestrel [Usan:Ban:Inn:Jan], Norgestrelum [INN-Latin], Ovral, Ovran, Postinor, Stediril, Tetragynon, Trinordiol",Drug
PA450657,nortriptyline,Unknown,"""AVENTYL HCL"", ""Acetexa"", ""Allegron"", ""Altilev"", ""Amitryptyline, Demethyl-"", ""Ateben"", ""Avantyl"", ""Demethylamitriptylene"", ""Demethylamitriptyline"", ""Demethylamitryptyline"", ""Desitriptilina"", ""Desmethylamitriptyline"", ""Lumbeck"", ""Noramitriptyline"", ""Noritren"", ""Nortrilen"", ""Nortriptyline Hcl"", ""Nortryptiline"", ""Norzepine"", ""PAMELOR"", ""Psychostyl"", ""Sensaval"", ""Sensival Ventyl"", ""Sesaval"", ""Vividyl""",Drug
PA165374638,noscapine,Unknown,Unknown,Drug
PA164768819,novobiocin,"Antibiotic Pa-93, Crystallinic Acid, NOV, Novobiocina [INN-Spanish], Novobiocine [INN-French], Novobiocinum [INN-Latin]","Albamix, Albamycin, Cardelmycin, Cathocin, Cathomycin, Inamycin, Novo-R, Robiocina, Sirbiocina, Spheromycin, Stilbiocina, Streptonivicin",Drug
PA166159659,nppb,Unknown,Unknown,Drug
PA166049196,NS-398,Unknown,Unknown,Drug
PA164712943,Nucleoside and nucleotide reverse transcriptase inhibitors,Unknown,Unknown,Drug Class
PA452628,nucleosides and nucleotides excl. reverse transcriptase inhibitors,Unknown,Unknown,Drug Class
PA166182882,nusinersen,Unknown,Unknown,Drug
PA164712944,Nutrients without phenylalanine,Unknown,Unknown,Drug Class
PA450666,nystatin,Unknown,"""Barstatin 100"", ""Candex"", ""Korostatin"", ""Myco-Triacet Ii"", ""Mycolog-Ii"", ""Mycostatin"", ""Mykacet"", ""Mykinac"", ""Mytrex F"", ""Nadostine"", ""Nilstat"", ""Nyaderm"", ""Nysert"", ""Nystaform"", ""Nystatin sodium"", ""Nystatin, sodium salt"", ""Nystatin-Triamcinolone Acetonide"", ""Nystex"", ""Nystop"", ""PMS Nystatin"", ""Pedi-Dri"", ""Sodium nystatin"", ""nystatin dihydrate""",Drug
PA166413001,obicetrapib,"4-[2-[[3,5-bis(trifluoromethyl)phenyl]methyl-[(2R,4S)-1-ethoxycarbonyl-2-ethyl-6-(trifluoromethyl)-3,4-dihydro-2H-quinolin-4-yl]amino]pyrimidin-5-yl]oxybutanoic acid",Unknown,Drug
PA166122586,obinutuzumab,"GA101, afutuzumab",GAZYVA,Drug
PA450678,octreotide,"Octreotida [Spanish], Octreotide acetate, Octreotidum [Latin], Octrotide","Atrigel, Longastatin, Sandostatin, Sandostatin LAR, Sandostatin LAR",Drug
PA164712945,Ocular Vascular Disorder Agents,Unknown,Unknown,Drug Class
PA166268805,odevixibat,"(2S)-2-[[(2R)-2-[[2-[(3,3-dibutyl-7-methylsulfanyl-1,1-dioxo-5-phenyl-2,4-dihydro-1lambda6,2,5-benzothiadiazepin-8-yl)oxy]acetyl]amino]-2-(4-hydroxyphenyl)acetyl]amino]butanoic acid",Unknown,Drug
PA165291493,ofatumumab,Unknown,Arzerra,Drug
PA450684,ofloxacin,Unknown,"Akilen, Baccidal, Bactocin, Danoflox, Effexin, Exocin, Exocine, Flobacin, Flodemex, Flotavid, Flovid, Floxal, Floxil, Floxin, Floxstat, Fugacin, Inoflox, Kinflocin, Kinoxacin, Liflox, Loxinter, Marfloxacin, Medofloxine, Mergexin, Novecin, Nufafloqo, O-Flox, Obide, Occidal, Ofcin, Oflin, Oflocee, Oflocet, Oflocin, Oflodal, Oflodex, Oflodura, Oflox, Ofloxin, Ofus, Onexacin, Operan, Orocin, Otonil, Pharflox, Praxin, Puiritol, Qinolon, Qipro, Quinolon, Quotavil, Rilox, Sinflo, Tabrin, Taravid, Tariflox, Tarivid, Telbit, Tructum, Uro Tarivid, Viotisone, Zanocin",Drug
PA450688,olanzapine,olanzapine,"Olansek, Symbyax, Zalasta, Zydis, Zyprexa, Zyprexa Intramuscular, Zyprexa Zydis",Drug
PA164920420,olaparib,Unknown,Unknown,Drug
PA166163434,olaratumab,Unknown,Unknown,Drug
PA166321021,olcegepant,"N-[(2R)-1-[[(2S)-6-amino-1-oxo-1-(4-pyridin-4-ylpiperazin-1-yl)hexan-2-yl]amino]-3-(3,5-dibromo-4-hydroxyphenyl)-1-oxopropan-2-yl]-4-(2-oxo-1,4-dihydroquinazolin-3-yl)piperidine-1-carboxamide",BIBN 4096,Drug
PA166400181,olezarsen,Unknown,Tryngolza,Drug
PA166223601,oliceridine,((3-methoxythiophen-2-yl)methyl)((2-(9-(pyridin-2-yl)-6-oxaspiro(4.5)decan-9-yl)ethyl))amine,olinvyk,Drug
PA164742950,olmesartan,"DE-092, Olmesartan medoximil, Olmesartan medoxomil, olmesartan","Benicar, Benicar HCT, Olmetec, Votum",Drug
PA450698,olopatadine,Unknown,"Olopatadine Hydrochloride, Patanol",Drug
PA450700,olsalazine,Olsalazine sodium,Dipentum,Drug
PA165374637,oltipraz,Unknown,Unknown,Drug
PA166293881,olutasidenib,5-[[(1S)-1-(6-chloro-2-oxo-1H-quinolin-3-yl)ethyl]amino]-1-methyl-6-oxopyridine-2-carbonitrile,Unknown,Drug
PA166285901,olverembatinib,"4-methyl-N-[4-[(4-methylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]-3-[2-(1H-pyrazolo[3,4-b]pyridin-5-yl)ethynyl]benzamide",HQP1351,Drug
PA166114929,omacetaxine,"Omacetaxine, Omacetaxine mepesuccinate, homoharringtonine",Synribo,Drug
PA166360321,omadacycline,"""(4S,4aS,5aR,12aR)-4,7-bis(dimethylamino)-9-[(2,2-dimethylpropylamino)methyl]-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide"", ""Amadacycline"", ""Nuzyra""",Unknown,Drug
PA164752253,omalizumab,Ig gamma-1 chain C region,Xolair,Drug
PA166365281,omaveloxolone,"N-[(4aS,6aR,6bS,8aR,12aS,14aR,14bS)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,3,4,5,6,7,8,8a,14a,14b-decahydropicen-4a-yl]-2,2-difluoropropanamide",Skyclarys,Drug
PA166163409,ombitasvir,Unknown,Unknown,Drug
PA166163408,ombitasvir / paritaprevir / ritonavir,Unknown,Unknown,Drug
PA450702,omega-3 polyunsaturated fatty acids,Unknown,Unknown,Drug Class
PA450704,omeprazole,"OMEP, OMP, OMZ, Omeprazol [INN-Spanish], Omeprazole magnesium, Omeprazolum [INN-Latin], omeprazole","Antra, Audazol, Aulcer, Belmazol, Ceprandal, Danlox, Demeprazol, Desec, Dizprazol, Dudencer, Elgam, Emeproton, Epirazole, Erbolin, Exter, Gasec, Gastrimut, Gastroloc, Gibancer, Indurgan, Inhibitron, Inhipump, Lensor, Logastric, Lomac, Losec, Mepral, Miol, Miracid, Mopral, Morecon, Nilsec, Nopramin, Ocid, Olexin, Omapren, Omebeta 20, Omed, Omegast, Omepral, Omeprazon, Omeprol, Omesek, Omezol, Omezolan, Omid, Omisec, Omizac, Ompanyt, Ortanol, Osiren, Ozoken, Paprazol, Parizac, Pepticum, Pepticus, Peptilcer, Prazentol, Prazidec, Prazolit, Prilosec, Procelac, Proclor, Prysma, Ramezol, Regulacid, Sanamidol, Secrepina, Tedec Ulceral, Ulceral, Ulcesep, Ulcometion, Ulcozol, Ulcsep, Ulsen, Ultop, Ulzol, Victrix, Zefxon, Zegerid, Zepral, Zimor, Zoltum",Drug
PA166117241,onartuzumab,Unknown,Unknown,Drug
PA450705,ondansetron,Unknown,"Apo-ondansetron, Novo-ondansetron, PHL-ondansetron, PMS-ondansetron, Ratio-ondansetron, Sandoz ondansetron, Zofran, Zofran ODT, Zophren, Zudan",Drug
PA166415761,onradivir,"(2S,3S)-3-[[6-cyclopropyl-5-fluoro-2-(5-fluoro-2H-pyrazolo[3,4-b]pyridin-3-yl)pyrimidin-4-yl]amino]bicyclo[2.2.2]octane-2-carboxylic acid",Unknown,Drug
PA164924563,ontogen,OC144-093,Unknown,Drug
PA164712946,Ophthalmological And Otological Preparations,Unknown,Unknown,Drug Class
PA164712947,Ophthalmologicals,Unknown,Unknown,Drug Class
PA164712948,Opioid anesthetics,Unknown,Unknown,Drug Class
PA452618,opioids,Unknown,Unknown,Drug Class
PA164712949,Opioids in combination with antispasmodics,Unknown,Unknown,Drug Class
PA144614922,opipramol,Unknown,Unknown,Drug
PA164712950,Opium alkaloids and derivatives,Unknown,Unknown,Drug Class
PA164712951,Opium derivatives and expectorants,Unknown,Unknown,Drug Class
PA166197161,oplunofusp,Unknown,"DAS181, Fludase",Drug
PA164747991,oprelvekin,"AGIF, Adipogenesis inhibitory factor, IL-11, Interleukin-11 precursor, oprelvekin","Neumega, Neumega",Drug
PA164712952,Oral rehydration salt formulations,Unknown,Unknown,Drug Class
PA166183405,orange juice,Unknown,Unknown,Drug
PA130619705,orbofiban,Unknown,Unknown,Drug
PA450390,orciprenaline,"Metaproterenol, Metaproterenol Sulfate, Orciprenalina [INN-Spanish], Orciprenaline Sulfate, Orciprenalinum [INN-Latin]","Alotec, Alupent, Metaprel, Metaproterenol Polistirex, Novasmasol, Prometa",Drug
PA166416241,orforglipron,"3-[(1S,2S)-1-[5-[(4S)-2,2-dimethyloxan-4-yl]-2-[(4S)-2-(4-fluoro-3,5-dimethylphenyl)-3-[3-(4-fluoro-1-methylindazol-5-yl)-2-oxoimidazol-1-yl]-4-methyl-6,7-dihydro-4H-pyrazolo[4,3-c]pyridine-5-carbonyl]indol-1-yl]-2-methylcyclopropyl]-4H-1,2,4-oxadiazol-5-one",Unknown,Drug
PA164712953,Organic acids,Unknown,Unknown,Drug Class
PA10472,organic nitrates,Unknown,Unknown,Drug Class
PA164712954,Organophosphorous compounds,Unknown,Unknown,Drug Class
PA164712955,Oripavine derivatives,Unknown,Unknown,Drug Class
PA164776864,orlistat,"(-)-Tetrahydrolipstatin, Orlipastat, Orlipastatum [INN-Latin], Tetrahydrolipstatin, orlistat","Alli, Xenical",Drug
PA450715,orphenadrine,"Mephenamine, O-Methyldiphenhydramine, Orphenadine, Orphenadrin, Orphenadrine Citrate, Orphenate, Orphenedrine","Antiflex, Banflex, Biorphen, Brocadisipal, Brocasipal, Disipal, Flexoject, Mio-Rel, Myolin, Myotrol, Norflex, Orfro",Drug
PA166337301,osavampator,"""9-(4-cyclohexyloxyphenyl)-7-methyl-3,4-dihydropyrazino[2,1-c][1,2,4]thiadiazine 2,2-dioxide"", ""NBI-1065845"", ""tak-653""",Unknown,Drug
PA450721,oseltamivir,Oseltamivir phosphate,Tamiflu,Drug
PA166327521,osilodrostat,"4-[(5R)-6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-5-yl]-3-fluorobenzonitrile",Unknown,Drug
PA166131626,osimertinib,mereletinib,Tagrisso,Drug
PA164712956,Osmotically acting laxatives,Unknown,Unknown,Drug Class
PA164743058,ospa lipoprotein,Outer surface protein A precursor,LYMErix,Drug
PA166182883,ospemifene,Unknown,Unknown,Drug
PA151958300,otamixaban,Unknown,Unknown,Drug
PA164712957,Other Agents Acting On The Renin-angiotensin System,Unknown,Unknown,Drug Class
PA164712999,Other agents against amoebiasis and other protozoal diseases,Unknown,Unknown,Drug Class
PA164713000,Other agents against leishmaniasis and trypanosomiasis,Unknown,Unknown,Drug Class
PA164713001,Other agents for local oral treatment,Unknown,Unknown,Drug Class
PA164713002,Other agents for treatment of hemorrhoids and anal fissures for topical use,Unknown,Unknown,Drug Class
PA164712958,Other Alimentary Tract And Metabolism Products,Other Alimentary Tract And Metabolism Products,Unknown,Drug Class
PA164713003,Other alkylating agents,Unknown,Unknown,Drug Class
PA164713004,Other aminoglycosides,Unknown,Unknown,Drug Class
PA164712960,Other Anabolic Agents,Unknown,Unknown,Drug Class
PA164712961,Other Analgesics And Antipyretics,Other analgesics and antipyretics,Unknown,Drug Class
PA164713006,Other anterior pituitary lobe hormones and analogues,Unknown,Unknown,Drug Class
PA164713007,Other anti-acne preparations for systemic use,Unknown,Unknown,Drug Class
PA164713008,Other anti-acne preparations for topical use,Unknown,Unknown,Drug Class
PA164713011,Other antiallergics,Unknown,Unknown,Drug Class
PA164712962,Other Antianemic Preparations,Other antianemic preparations,Unknown,Drug Class
PA164712963,Other Antibacterials,Other antibacterials,Unknown,Drug Class
PA164713014,Other antibiotics for topical use,Unknown,Unknown,Drug Class
PA164713015,Other anticestodals,Unknown,Unknown,Drug Class
PA164713009,Other anti-dementia drugs,Unknown,Unknown,Drug Class
PA164713016,Other antidepressants,Unknown,Unknown,Drug Class
PA164712964,Other Antidiarrheals,Other antidiarrheals,Unknown,Drug Class
PA164713018,Other antiemetics,Unknown,Unknown,Drug Class
PA164713019,Other antiepileptics,Unknown,Unknown,Drug Class
PA164713020,Other antifungals for topical use,Unknown,Unknown,Drug Class
PA164713021,Other antiglaucoma preparations,Unknown,Unknown,Drug Class
PA164713022,Other antigout preparations,Unknown,Unknown,Drug Class
PA164713023,Other antihistamines for systemic use,Unknown,Unknown,Drug Class
PA164712965,Other Antihypertensives,Other antihypertensives,Unknown,Drug Class
PA164713025,Other antihypertensives and diuretics,Unknown,Unknown,Drug Class
PA164713026,Other antiinfectives,Unknown,Unknown,Drug Class
PA164713027,Other antiinfectives and antiseptics,Unknown,Unknown,Drug Class
PA164713028,"Other antiinflammatory and antirheumatic agents, non-steroids",Unknown,Unknown,Drug Class
PA164713030,Other antiinflammatory/antirheumatic agents in combination with other drugs,Unknown,Unknown,Drug Class
PA164713029,Other antiinflammatory therapeutic radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164713031,Other antimalarials,Unknown,Unknown,Drug Class
PA164713032,Other antimigraine preparations,Unknown,Unknown,Drug Class
PA164713033,Other antimycotics for systemic use,Unknown,Unknown,Drug Class
PA164713034,Other antinematodals,Unknown,Unknown,Drug Class
PA164712966,Other Antineoplastic Agents,Other antineoplastic agents,Unknown,Drug Class
PA164713036,Other antiobesity drugs,Unknown,Unknown,Drug Class
PA164713010,Other anti-parathyroid agents,Unknown,Unknown,Drug Class
PA164713037,Other antipruritics,Unknown,Unknown,Drug Class
PA164713038,Other antipsoriatics for systemic use,Unknown,Unknown,Drug Class
PA164713039,Other antipsoriatics for topical use,Unknown,Unknown,Drug Class
PA164713040,Other antipsychotics,Unknown,Unknown,Drug Class
PA164713041,Other antiseptics and disinfectants,Unknown,Unknown,Drug Class
PA164713042,Other antispasmodics in combination with analgesics,Unknown,Unknown,Drug Class
PA164713043,Other antispasmodics in combination with psycholeptics,Unknown,Unknown,Drug Class
PA164713044,Other antithrombotic agents,Unknown,Unknown,Drug Class
PA164713045,Other antithyroid preparations,Unknown,Unknown,Drug Class
PA164713046,Other antitrematodal agents,Unknown,Unknown,Drug Class
PA164713047,Other antivirals,Unknown,Unknown,Drug Class
PA164713048,Other anxiolytics,Unknown,Unknown,Drug Class
PA164713049,Other bacterial vaccines,Unknown,Unknown,Drug Class
PA452159,other beta-lactam antibacterials,Unknown,Unknown,Drug Class
PA164713050,"Other blood glucose lowering drugs, excl. insulins",Unknown,Unknown,Drug Class
PA164713051,Other capillary stabilizing agents,Unknown,Unknown,Drug Class
PA164713052,Other cardiac combination products,Unknown,Unknown,Drug Class
PA164713053,Other cardiac glycosides,Unknown,Unknown,Drug Class
PA164712967,Other Cardiac Preparations,Other cardiac preparations,Unknown,Drug Class
PA164713055,Other cardiac stimulants,Unknown,Unknown,Drug Class
PA164713056,Other cardiovascular system diagnostic radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164713058,Other centrally acting agents,Unknown,Unknown,Drug Class
PA164713057,Other central nervous system diagnostic radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164713059,Other cephalosporins,Unknown,Unknown,Drug Class
PA164713060,Other chemotherapeutics,Unknown,Unknown,Drug Class
PA164713061,Other cicatrizants,Unknown,Unknown,Drug Class
PA164713062,Other class I antiarrhythmics,Unknown,Unknown,Drug Class
PA164712968,Other Cold Combination Preparations,Unknown,Unknown,Drug Class
PA164713063,Other combinations of nutrients,Unknown,Unknown,Drug Class
PA164713064,Other cough suppressants,Unknown,Unknown,Drug Class
PA164713065,Other cough suppressants and expectorants,Unknown,Unknown,Drug Class
PA164713066,Other cytotoxic antibiotics,Unknown,Unknown,Drug Class
PA164712969,Other Dermatological Preparations,Other Dermatological Preparations,Unknown,Drug Class
PA164713067,Other dermatologicals,Unknown,Unknown,Drug Class
PA164712971,Other Diagnostic Agents,Other diagnostic agents,Unknown,Drug Class
PA164712972,Other Diagnostic Radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164713069,Other diagnostic radiopharmaceuticals for inflammation and infection detection,Unknown,Unknown,Drug Class
PA164713070,Other diagnostic radiopharmaceuticals for tumour detection,Unknown,Unknown,Drug Class
PA164712973,Other Diuretics,Unknown,Unknown,Drug Class
PA164713071,Other dopaminergic agents,Unknown,Unknown,Drug Class
PA164713072,Other drugs affecting bone structure and mineralization,Unknown,Unknown,Drug Class
PA164712974,Other Drugs For Acid Related Disorders,Unknown,Unknown,Drug Class
PA164713073,Other drugs for bile therapy,Unknown,Unknown,Drug Class
PA164712976,Other Drugs For Disorders Of The Musculo-skeletal System,"Other Drugs For Disorders Of The Musculo-skeletal System, Other drugs for disorders of the musculo-skeletal system",Unknown,Drug Class
PA164713075,Other drugs for functional bowel disorders,Unknown,Unknown,Drug Class
PA164712977,"Other Drugs For Obstructive Airway Diseases, Inhalants","Other drugs for obstructive airway diseases, inhalants",Unknown,Drug Class
PA164713077,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),Unknown,Unknown,Drug Class
PA164713078,Other drugs for treatment of tuberculosis,Unknown,Unknown,Drug Class
PA164713079,Other drugs used in benign prostatic hypertrophy,Unknown,Unknown,Drug Class
PA164712978,Other Drugs Used In Diabetes,Unknown,Unknown,Drug Class
PA164713080,"Other ectoparasiticides, incl. scabicides",Unknown,Unknown,Drug Class
PA164713081,Other emollients and protectives,Unknown,Unknown,Drug Class
PA164713082,Other estrogens,Unknown,Unknown,Drug Class
PA164713083,Other general anesthetics,Unknown,Unknown,Drug Class
PA164712980,Other Gynecologicals,"Other Gynecologicals, Other gynecologicals",Unknown,Drug Class
PA164712981,Other Hematological Agents,Other Hematological Agents,Unknown,Drug Class
PA164713085,Other hem products,Unknown,Unknown,Drug Class
PA164713086,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164713087,Other high-ceiling diuretics,Unknown,Unknown,Drug Class
PA164713088,Other hormone antagonists and related agents,Unknown,Unknown,Drug Class
PA164713089,Other hormones,Unknown,Unknown,Drug Class
PA164713090,Other hypnotics and sedatives,Unknown,Unknown,Drug Class
PA164713092,Other immunoglobulins,Unknown,Unknown,Drug Class
PA164713093,Other immunostimulants,Unknown,Unknown,Drug Class
PA164713094,Other immunosuppressants,Unknown,Unknown,Drug Class
PA164713095,Other insecticides and repellents,Unknown,Unknown,Drug Class
PA164713096,Other intestinal adsorbents,Unknown,Unknown,Drug Class
PA164713097,Other intestinal antiinfectives,Unknown,Unknown,Drug Class
PA164713098,Other irrigating solutions,Unknown,Unknown,Drug Class
PA164713091,Other i.v. solution additives,Unknown,Unknown,Drug Class
PA164713099,Other laxatives,Unknown,Unknown,Drug Class
PA164713100,Other lipid modifying agents,Unknown,Unknown,Drug Class
PA164713101,Other local anesthetics,Unknown,Unknown,Drug Class
PA164713102,Other low-ceiling diuretics,Unknown,Unknown,Drug Class
PA164713103,Other magnetic resonance imaging contrast media,Unknown,Unknown,Drug Class
PA164713104,Other mineral products,Unknown,Unknown,Drug Class
PA164712983,Other Mineral Supplements,Unknown,Unknown,Drug Class
PA164713105,"Other muscle relaxants, peripherally acting agents",Unknown,Unknown,Drug Class
PA164713106,Other nasal preparations,Unknown,Unknown,Drug Class
PA164712984,Other Nervous System Drugs,"Other Nervous System Drugs, Other nervous system drugs",Unknown,Drug Class
PA164713108,Other non-selective calcium channel blockers,Unknown,Unknown,Drug Class
PA164713109,Other non-therapeutic auxiliary products,Unknown,Unknown,Drug Class
PA164712986,Other Nutrients,Unknown,Unknown,Drug Class
PA164712987,Other Ophthalmological And Otological Preparations,Unknown,Unknown,Drug Class
PA164713110,Other ophthalmological diagnostic agents,Unknown,Unknown,Drug Class
PA164712988,Other Ophthalmologicals,Other ophthalmologicals,Unknown,Drug Class
PA164713112,Other opioids,Unknown,Unknown,Drug Class
PA164712989,Other Otologicals,Unknown,Unknown,Drug Class
PA164713113,Other oxytocics,Unknown,Unknown,Drug Class
PA164713114,Other parasympathomimetics,Unknown,Unknown,Drug Class
PA164713115,Other peripheral vasodilators,Unknown,Unknown,Drug Class
PA164712990,Other Plain Vitamin Preparations,Other plain vitamin preparations,Unknown,Drug Class
PA164713117,Other plant alkaloids and natural products,Unknown,Unknown,Drug Class
PA164713118,Other potassium-sparing agents,Unknown,Unknown,Drug Class
PA164713119,Other psychostimulants and nootropics,Unknown,Unknown,Drug Class
PA164713120,Other quaternary ammonium compounds,Unknown,Unknown,Drug Class
PA164713121,Other quinolones,Unknown,Unknown,Drug Class
PA164713122,Other renal system diagnostic radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164713123,Other respiratory system diagnostic radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164712991,Other Respiratory System Products,"Other Respiratory System Products, Other respiratory system products",Unknown,Drug Class
PA164713125,Other sclerosing agents,Unknown,Unknown,Drug Class
PA164713126,Other selective calcium channel blockers with mainly vascular effects,Unknown,Unknown,Drug Class
PA164712993,Other Sex Hormones And Modulators Of The Genital System,Unknown,Unknown,Drug Class
PA164713127,Other specific antirheumatic agents,Unknown,Unknown,Drug Class
PA164713128,Other surgical aids,Unknown,Unknown,Drug Class
PA164712994,Other Systemic Drugs For Obstructive Airway Diseases,Other systemic drugs for obstructive airway diseases,Unknown,Drug Class
PA164713130,Other systemic hemostatics,Unknown,Unknown,Drug Class
PA164713131,Other therapeutic products,Unknown,Unknown,Drug Class
PA164712995,Other Therapeutic Radiopharmaceuticals,Unknown,Unknown,Drug Class
PA164713132,Other topical products for joint and muscular pain,Unknown,Unknown,Drug Class
PA164713133,Other urologicals,Unknown,Unknown,Drug Class
PA164712996,"Other Urologicals, Incl. Antispasmodics",Unknown,Unknown,Drug Class
PA164712997,Other Vaccines,Unknown,Unknown,Drug Class
PA164713134,Other vasodilators used in cardiac diseases,Unknown,Unknown,Drug Class
PA164713135,Other viral vaccines,Unknown,Unknown,Drug Class
PA164712998,"Other Vitamin Products, Combinations",Unknown,Unknown,Drug Class
